Course code,Course title
CHEM340 , Introductory Computational Chemistry 
CHEM350 , Chemical Kinetics and Statistical Mechanics 
CHEM350L , Physical Chemistry Laboratory 2 
CHEM356 , Introductory Quantum Mechanics 
CHEM357 , Physical Biochemistry 
CHEM360 , Organic Chemistry 3 
CHEM360L , Senior Organic Chemistry Laboratory 
CHEM363 , Organic Process Chemistry 
CHEM370 , Introduction to Polymer Science 
CHEM381 , Bioorganic Chemistry 
CHEM382L , Advanced Organic Synthesis Laboratory 
CHEM383 , Medicinal Chemistry 
CHEM392A , Research Project 1 
CHEM392B , Research Project 2 
CHEM400 , Special Topics in Chemistry 
CHEM404 , Physicochemical Aspects of Natural Waters 
CHEM430 , Special Topics in Biochemistry 
CHEM432 , Metabolism 2 
CHEM433 , Advanced Biochemistry 
CHEM464 , Spectroscop y in Organic Chemistry 
CHEM481 , Rational Design of Potential Drug  Candidates 
CHEM494A , Research Project 
CHEM494B , Research Project 
CHEM495 , Advanced Research Project 
CHEM496 , Advanced Research Project 
CHEM497 , Advanced Research Project 
CHINA101R , First Year Chinese 1
CHINA102R , First Year Chinese 2
CHINA120R , Advanced First Year Chinese
CHINA180R , Conversational Chinese 
CHINA201R , Second Year Chinese 1
CHINA202R , Second Year Chinese 2
CHINA301R , Third Year Chinese 1
CHINA302R , Third Year Chinese 2
CHINA310R , Chinese for Business Settings 
CHINA320R , Chinese in Mass Media 
CHINA390R , Introduction to Professional Translation (Chinese to English) 
CHINA391R , Special Topics 
CHINA401R , Introduction to Classical Chinese 1 
CHINA402R , Introduction to Classical Chinese 2 
CMW201 , Worship Practicum 1 
CMW202 , Worship Practicum 2 
CMW363 , The Church's Song 
CMW364 , Worship and its Music 
CMW390 , Special Topics in Church Music and Worship 
CIVE100 , Civil Engineering  Concepts 
CIVE104 , Mechanics 1 
CIVE105 , Mechanics 2 
CIVE115 , Linear Algebra 
CIVE121 , Computational Methods 
CIVE123 , Electrical Circuits and Instrumentation 
CIVE153 , Earth Engineering 
CIVE199 , Seminar 
CIVE204 , Solid Mechanics 1 
CIVE205 , Solid Mechanics 2 
CIVE221 , Advanced Calculus 
CIVE222 , Differential Equations 
CIVE224 , Probability and Statistics 
CIVE230 , Engineering  and Sustainable Development 
CIVE241 , Transport Principles and Ap plications 
CIVE265 , Structure and Properties of Materials 
CIVE280 , Fluid Mechanics 
CIVE298 , Seminar 
CIVE299 , Seminar 
CIVE303 , Structural Analysis 
CIVE306 , Solid Mechanics 3 
CIVE310 , Introduction to Structural Design 
CIVE332 , Civil Systems and Project Management 
CIVE341 , Transportation Engineering Ap plications 
CIVE343 , Tra?c Simulation Modelling and Ap plications 
CIVE353 , Geotechnical Engineering 1 
CIVE354 , Geotechnical Engineering 2 
CIVE375 , Environmental Engineering Principles 
CIVE382 , Hydrology and Open Channel Flow 
CIVE392 , Economics and Life Cycle Cost Analysis 
CIVE398 , Seminar 
CIVE399 , Seminar 
CIVE400 , Civil Engineering  Design Project 1 
CIVE401 , Civil Engineering  Design Project 2 
CIVE413 , Structural Steel Design 
CIVE414 , Structural Concrete Design 
CIVE415 , Structural System Design 
CIVE422 , Finite Element Analysis 
CIVE440 , Transit Planning and Operations 
CIVE460 , Engineering Biomechanics 
CIVE484 , Physical Infrastructure Planning 
CIVE491 , Engineering Law and Ethics 
CIVE495 , Design Intensive Special Topics in Civil Engineering 
CIVE497 , Special Topics in Civil Engineering 
CIVE498 , Seminar 
CIVE499 , Seminar 
CIVE505 , Structural Dynamics 
CIVE507 , Building  Science and Technology 
CIVE512 , Rehabilitation of Structures 
CIVE517 , Structural Wood Design 
CIVE542 , Pavement Structural Design 
CIVE554 , Geotechnical Engineering  3 
CIVE583 , Design of Urban Water Systems 
CIVE596 , Construction Engineering 
CLAS100 , An Introduction to Classical Studies 
CLAS103 , Colossos: The Major Figures of Classical Antiquity 
CLAS104 , Classical My thology 
CLAS105 , Introduction to Medieval Studies 
CLAS123 , Classical Studies in Pop Culture 
CLAS201 ," Love, Life, and Death in Greece "
CLAS202 ," Love, Life, and Death in Rome "
CLAS205 , Medieval Society 
CLAS210 , History of Ancient Law 
CLAS220 , Philosophy of Friendship 
CLAS221 , Introduction to Archaeology 
CLAS225 , Classics in Political Thought 
CLAS230 , Greek and Latin Scientific Terminology 
CLAS231 , Studies in Ancient Greek Literature 
CLAS232 , Studies in Ancient Roman Literature 
CLAS237 , The Ancient Near East and Egypt 
CLAS241 , Survey of Greek Art and Architecture 
CLAS242 , Survey of Roman Art and Architecture 
CLAS251 , Greek History 
CLAS252 , Roman History 
CLAS260 , Ancient Science 
CLAS261 , Great Works: Ancient and Medieval 
CLAS311 , Sex and Gender in the Ancient World 
CLAS321 , Archaeology of Complex Cultures 
CLAS325 , Greek and Roman Religion 
CLAS326 ," The Body, Dress, and Religion "
CLAS327 , Astrology and Magic 
CLAS331 , Advanced Studies in Ancient Literature 
CLAS341 , Advanced Studies in Greek Art and Architecture 
CLAS342 , Advanced Studies in Roman Art and Architecture 
CLAS351 , Advanced Studies in Greek History 
CLAS352 , Advanced Studies in Roman History 
CLAS361 , History of Ancient Philosophy 
CLAS384 , Science and Technology of Ancient Greece and Rome 
CLAS390 , Classical Studies Abroad 
CLAS461 , Studies in Ancient Philosophy 
CLAS486 , Senior Seminar 
CLAS490A , Senior Honours Thesis 
CLAS490B , Senior Honours Thesis 
CLAS492 , Directed Study 
COOP1 , Co operative Work Term
COOP2 , Co operative Work Term
COOP3 , Co operative Work Term
COOP4 , Co operative Work Term
COOP5 , Co operative Work Term
COOP6 , Co operative Work Term
COOP7 , Co operative Work Term
COOP8 , Co operative Work Term
COOP9 , Co operative Work Term
COOP10 , Co operative Work Term
COOP11 , Co operative Work Term
COOP12 , Co operative Work Term
COGSCI300 ," Intelligence in Machines, Humans, and Other Animals "
CO227 , Introduction to Optimization (Non Specialist Level)
CO250 , Introduction to Optimization 
CO255 , Introduction to Optimization (Advanced Level) 
CO327 , Deterministic OR Models (Non Specialist Level)
CO330 , Combinatorial Enumeration 
CO331 , Coding  Theory 
CO342 , Introduction to Graph Theory 
CO351 , Network Flow Theory 
CO353 , Computational Discrete Optimization 
CO367 , Nonlinear Optimization 
CO370 , Deterministic OR Models 
CO372 , Portfolio Optimization Models 
CO380 , Mathematical Discovery and Invention 
CO430 , Algebraic Enumeration 
CO431 , Symmetric Functions 
CO432 , Information Theory and Ap plications 
CO434 , Combinatorial Designs 
CO439 , Topics in Combinatorics 
CO440 , Topics in Graph Theory 
CO442 , Graph Theory 
CO444 , Algebraic Graph Theory 
CO446 , Matroid Theory 
CO450 , Combinatorial Optimization 
CO452 , Integer Programming 
CO454 , Scheduling 
CO456 , Introduction to Game Theory 
CO459 , Topics in Optimization 
CO463 , Convex Optimization and Analysis 
CO466 , Continuous Optimization 
CO471 , Semidefinite Optimization 
CO480 , History of Mathematics 
CO481 , Introduction to Quantum Information Processing 
CO485 , The Mathematics of Public Key Cry p tography
CO486 , Topics in Quantum Information 
CO487 , Ap plied Cry p tography 
CO499 , Reading  in Combinatorics and Optimization 
COMM101 , Introduction to Financial Markets 
COMM103 , Principles of Economics 
COMM321 , Intermediate Accounting  for Finance 
COMM400 ," Entrepreneurship , Technology and the Emerging  Information Economy "
COMM421 , Financial Statement Analysis 
COMM431 , Project Management 
COMM432 , Electronic Business 
COMM433 , Income Tax for Finance Students 
COMMST100 , Interpersonal Communication 
COMMST101 , Theories of Communication 
COMMST102 , Introduction to Performance 
COMMST103 , Combating  Racisms 
COMMST111 ," Leadership , Communication, and Collaboration "
COMMST112 ," Introduction to Black Arts, Culture, and Literature "
COMMST149 , Introduction to Critical Design Practices 
COMMST191 ," Communication in the Engineering  Profession (AE, CIVE, ENVE, GEOE) "
COMMST192 ," Communication in the Engineering  Profession (COMPE, ELE, MGTE) "
COMMST193 , Communication in the Sciences 
COMMST201 , Introduction to Gender and Sexuality in Communication 
COMMST202 , Black and Free 
COMMST203 , Introduction to Anti Racist Communication
COMMST204 ," Leadership , Teams, and Communication "
COMMST210 , Key Concepts in Media and Culture 
COMMST220 , Performance Studies 
COMMST223 , Public Speaking 
COMMST224 , Black Performance Studies 
COMMST225 , Interviewing 
COMMST226 ," Introduction to Race, Culture, and Communication "
COMMST227 , Leadership 
COMMST228 , Public Communication 
COMMST229 , History and Communication 
COMMST235 , Games and Society 
COMMST300 , Special Topics in Digital Design 
COMMST301 , Topics in Gender and Sexuality in Communication 
COMMST302 ," Topics in Race, Culture, and Communication "
COMMST308 , Writing Anti Racism
COMMST323 , Speech Writing 
COMMST324 , Small Group Communication 
COMMST325 , Organizational Communication 
COMMST326 , Performing  the Voice 
COMMST329 , Designing  Digital Presentations 
COMMST335 ," Power, Agency, Community "
COMMST339 ," Media, Images, and Communication "
COMMST399 , Communication Inquiry 
COMMST401 , Advanced Gender and Sexuality in Communication 
COMMST402 ," Advanced Race, Culture, and Communication "
COMMST410 , African American Rhetoric 
COMMST420 , Persuasion 
COMMST430 , Communication and Social Justice 
COMMST431 , Crisis Communication 
COMMST432 , Conflict Management 
COMMST433 , The Organizational Consultant 
COMMST434 , The Discourse of Dissent 
COMMST435 , Games and Culture 
COMMST440 , Performative Inquiry and Practice 
COMMST471 ," Communication, Resistance, and Social Change "
COMMST475 , Communication Ethics 
COMMST479 , Media and Environment Communication 
COMMST490 , Selected Seminars in Speech Communication 
COMMST491 , Selected Seminars in Speech Communication 
COMMST499A , Senior Seminar 
COMMST499B , Senior Seminar 
CS100 , Introduction to Computing  Through Ap plications 
CS105 , Introduction to Computer Progr amming 1 
CS106 , Introduction to Computer Progr amming 2 
CS114 , Principles of Computing  for Science 
CS115 , Introduction to Computer Science 1 
CS116 , Introduction to Computer Science 2 
CS135 , Designing  Functional Programs 
CS136 , Elementary Algorithm Design and Data Abstraction 
CS136L , Tools and Techniques for Software Development 
CS137 , Programming  Principles 
CS138 , Introduction to Data Abstraction and Implementation 
CS145 , Designing  Functional Programs (Advanced Level) 
CS146 , Elementary Algorithm Design and Data Abstraction (Advanced Level) 
CS200 , Concepts for Advanced Computer Usage 
CS230 , Introduction to Computers and Computer Systems 
CS231 , Algorithmic Problem Solving 
CS234 , Data Ty pes and Structures 
CS240 , Data Structures and Data Management 
CS240E , Data Structures and Data Management (Enriched) 
CS241 , Foundations of Sequential Programs 
CS241E , Foundations of Sequential Programs (Enriched) 
CS245 , Logic and Computation 
CS245E , Logic and Computation (Enriched) 
CS246 , Object Oriented Software Development
CS246E , Object Oriented Software Development (Enriched)
CS247 , Software Engineering Principles 
CS251 , Computer Organization and Design 
CS251E , Computer Organization and Design (Enriched) 
CS330 , Management Information Systems 
CS335 , Computational Methods in Business and Finance 
CS338 , Computer Ap plications in Business: Databases 
CS341 , Algorithms 
CS343 , Concurrent and Parallel Programming 
CS346 , Ap plication Development 
CS348 , Introduction to Database Management 
CS349 , User Interfaces 
CS350 , Operating  Systems 
CS360 , Introduction to the Theory of Computing 
CS365 , Models of Computation 
CS370 , Numerical Computation 
CS371 , Introduction to Computational Mathematics 
CS383 , Computational Digital Art Studio 
CS398 , Topics in Computer Science 
CS399 , Readings in Computer Science 
CS430 , Ap plications Software Engineering 
CS431 , Data Intensive Distributed Analytics
CS436 , Networks and Distributed Computer Systems 
CS442 , Principles of Progr amming  Languages 
CS444 , Compiler Construction 
CS445 , Software Requirements Specification and Analysis 
CS446 , Software Design and Architectures 
CS447 ," Software Testing, Quality Assurance, and Maintenance "
CS448 , Database Systems Implementation 
CS449 , Human Computer Interaction
CS450 , Computer Architecture 
CS451 , Data Intensive Distributed Computing
CS452 , Real Time Programming
CS453 , Software and Systems Security 
CS454 , Distributed Systems 
CS456 , Computer Networks 
CS457 , System Performance Evaluation 
CS459 ," Privacy, Cry p tography, Network and Data Security "
CS462 , Formal Languages and Parsing 
CS466 , Algorithm Design and Analysis 
CS467 , Introduction to Quantum Information Processing 
CS475 , Computational Linear Algebra 
CS476 , Numerical Computation for Financial Modelling 
CS479 , Neural Networks 
CS480 , Introduction to Machine Learning 
CS482 , Computational Techniques in Biological Sequence Analysis 
CS484 , Computational Vision 
CS485 , Statistical and Computational Foundations of Machine Learning 
CS486 , Introduction to Artificial Intelligence 
CS487 , Introduction to Symbolic Computation 
CS488 , Introduction to Computer Graphics 
CS489 , Advanced Topics in Computer Science 
CS490 , Information Systems Management 
CS492 , The Social Implications of Computing 
CS493 , Team Project 1 
CS494 , Team Project 2 
CS497 , Multidisciplinary Studies in Computer Science 
CS499R , Readings in Computer Science 
CS499T , Honours Thesis 
CFM101 , Introduction to Financial Markets and Data Analy tics 
CFM301 , Financial Data Analy tics 
CFM401 , Topics in Financial Technology 
CROAT101 , Elementary Croatian 1 
CROAT102 , Elementary Croatian 2 
CROAT299 , Croatian Abroad 
CI100 , Cultural Identities Today 
CI155 , Topics in Cultural Identities 
CI200 , Transcultural Studies 
CI250 , Truth   Reconciliation 
CI255 , Topics in Cultural Identities 
CI267 , Exploring  Cultural Identities Through Experiential Learning 
CI300 , Theories of Cultural Identities 
CI329 ," Lights, Camera, Action! Film Production in Spain and Latin America "
CI400 , Cultural Identities Seminar 
DAC200 , Topics in Digital Design 
DAC201 , Designing  Digital Media 
DAC202 , Designing  Digital Video 
DAC203 , Designing  Digital Sound 
DAC204 , Introduction to Game Design 
DAC209 , Introduction to Critical Design Practices 
DAC246 , Design for Performance Media 
DAC248 , Project Management in the Arts 
DAC278 , Performance Technologies 
DAC300 , Special Topics in Digital Design 
DAC302 , Digital Storytelling  Design 
DAC303 , Advanced Topics in Designing  Digital Sound 
DAC305 , Designing  and Evaluating  Digital Games 
DAC307 , Designing  Screen Based Media
DAC308 , Cinematic Art and Practice 
DAC309 , User Experience Design 
DAC329 , Designing  Digital Presentations 
DAC400 , Digital Design Research Project 
DAC401 , The Digital Design Profession 
DAC402 , Genre in Digital Storytelling  Design 
DAC403 , Special Topics in Communication Studies and Technology 
DAC404 , Topics in Advanced Game Design 
DUTCH101 , Elementary Dutch 1 
DUTCH102 , Elementary Dutch 2 
DUTCH271 , Dutch Culture and Society 
EARTH121 , Introductory Earth Sciences 
EARTH121L , Introductory Earth Sciences Laboratory 
EARTH122 , Introductory Environmental Sciences 
EARTH122L , Introductory Environmental Sciences Laboratory 
EARTH123 , Introductory Hydrology 
EARTH221 , Introductory Geochemistry 
EARTH223 , Field Methods in Hydrology 
EARTH231 , Mineralogy 
EARTH232 , Introductory Petrography 
EARTH235 , Stratigraphic Ap proaches to Understanding  Earth's History 
EARTH238 , Introductory Structural Geology 
EARTH260 , Introductory Ap plied Geophysics 
EARTH270 , Disasters and Natural Hazards 
EARTH281 , Geological Impacts on Human Health 
EARTH321 , Introduction to Geomicrobiology 
